depot_name,date,problem_type,setting,subsetting,service_level,solver_status,solve_time,num_buses,num_potential_buses,total_operational_duration,total_waiting_time,avg_capacity_utilization,optimality_gap,filter_demand
VLP Boizenburg,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES,1.0,Optimal,0.19669294357299805,18,55,22589.005878477663,7247.186440828812,0.3766288742241985,0.0,false
VLP Boizenburg,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,Optimal,0.009832382202148438,8,55,8125.6422033973995,2777.8916193857285,0.8519211203066521,0.0,false
VLP Boizenburg,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,0.019984722137451172,7,55,7216.683229309109,3740.0834514472467,1.5429761626600358,0.0,false
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES,1.0,TIME_LIMIT,3607.440160512924,0,110,0.0,0.0,0.0,Inf,false
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,TIME_LIMIT,3601.3598952293396,0,110,0.0,0.0,0.0,Inf,false
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,TIME_LIMIT,3600.5745458602905,0,110,0.0,0.0,0.0,Inf,false
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES,1.0,Infeasible,0.4609971046447754,0,102,0.0,0.0,0.0,Inf,false
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES_WITH_DEMAND,1.0,Optimal,130.16700768470764,22,102,8340.325879833137,3033.7727723838166,1.2373140927350519,0.0,false
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,1.0,Optimal,65.26903533935547,16,102,6017.611626261972,2424.6062618588003,1.7263751870872028,0.0,false
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES,1.0,Infeasible,0.07757782936096191,0,18,0.0,0.0,0.0,Inf,false
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES_WITH_DEMAND,1.0,Infeasible,0.018877029418945312,0,18,0.0,0.0,0.0,Inf,false
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,1.0,Infeasible,0.014544486999511719,0,18,0.0,0.0,0.0,Inf,false
VLP Hagenow,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES,1.0,Optimal,0.1728038787841797,18,55,24444.141733731125,6294.4894955437285,0.2730088959129153,0.0,false
VLP Hagenow,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,Optimal,0.01964855194091797,10,55,11654.519053116866,4080.2713615084554,0.6998471657205279,0.0,false
VLP Hagenow,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,0.027431488037109375,10,55,10143.657663078418,5144.8508099715655,1.3043879918117902,0.0,false
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES,1.0,TIME_LIMIT,3606.8939604759216,0,110,0.0,0.0,0.0,Inf,false
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,TIME_LIMIT,3601.82936167717,0,110,0.0,0.0,0.0,Inf,false
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,TIME_LIMIT,3600.649911880493,0,110,0.0,0.0,0.0,Inf,false
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES,1.0,Infeasible,23.98213815689087,0,102,0.0,0.0,0.0,Inf,false
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES_WITH_DEMAND,1.0,Optimal,115.98267602920532,30,102,11405.257508377148,3977.4558168160247,0.9864743540744251,0.0,false
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,1.0,Optimal,106.43026566505432,21,102,8264.479209294028,3211.254368355763,1.417083268838633,0.0,false
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES,1.0,Infeasible,0.06370282173156738,0,20,0.0,0.0,0.0,Inf,false
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES_WITH_DEMAND,1.0,Infeasible,0.03828263282775879,0,20,0.0,0.0,0.0,Inf,false
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,1.0,Infeasible,0.19029760360717773,0,20,0.0,0.0,0.0,Inf,false
VLP Parchim,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES,1.0,Optimal,1.9793384075164795,31,55,37921.77980634437,6840.629410565026,0.21379605532028814,0.0,false
VLP Parchim,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,Optimal,0.017481327056884766,15,55,14522.419329167602,5620.16978286838,0.8476024509506117,0.0,false
VLP Parchim,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,0.04659771919250488,9,55,9005.049737394773,3302.1473437624754,1.3601302696018651,0.0,false
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES,1.0,TIME_LIMIT,3828.9959077835083,0,110,0.0,0.0,0.0,Inf,false
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,TIME_LIMIT,3602.375827074051,0,110,0.0,0.0,0.0,Inf,false
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,TIME_LIMIT,3600.778773546219,0,110,0.0,0.0,0.0,Inf,false
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES,1.0,Infeasible,1.0421652793884277,0,102,0.0,0.0,0.0,Inf,false
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES_WITH_DEMAND,1.0,Optimal,638.7935307025909,31,102,11418.797741280263,3362.730624994308,1.1049155667067334,0.0,false
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,1.0,Optimal,42.39800691604614,22,102,8609.247374531278,3062.8074147420334,1.6337632321612157,0.0,false
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES,1.0,Infeasible,0.2019643783569336,0,18,0.0,0.0,0.0,Inf,false
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES_WITH_DEMAND,1.0,Infeasible,0.03837752342224121,0,18,0.0,0.0,0.0,Inf,false
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,1.0,Infeasible,0.0160367488861084,0,18,0.0,0.0,0.0,Inf,false
VLP Schwerin,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES,1.0,Optimal,0.1707630157470703,16,55,18788.32116747411,4997.882808382252,0.12581383841890487,0.0,false
VLP Schwerin,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,Optimal,0.003753185272216797,6,55,5751.780196701098,2752.359694791846,0.6335145402849499,0.0,false
VLP Schwerin,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,0.00428318977355957,5,55,4386.936751437223,2390.991757203032,1.3909345100579613,0.0,false
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES,1.0,TIME_LIMIT,3604.962483406067,0,110,0.0,0.0,0.0,Inf,false
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,TIME_LIMIT,3600.9751534461975,0,110,0.0,0.0,0.0,Inf,false
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,432.1066360473633,5,110,5044.804763971665,2816.588822924285,1.5119547150135766,0.0,false
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES,1.0,Infeasible,0.36691832542419434,0,102,0.0,0.0,0.0,Inf,false
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES_WITH_DEMAND,1.0,Optimal,56.27277994155884,15,102,5651.0722082659095,2455.6352340917556,0.8880842751528204,0.0,false
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,1.0,Optimal,5.539330005645752,10,102,3891.721476917319,1749.1227651167185,1.4398037467419222,4.7961634663806505e-15,false
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES,1.0,Infeasible,0.0511322021484375,0,14,0.0,0.0,0.0,Inf,false
VLP Schwerin,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES_WITH_DEMAND,1.0,Infeasible,0.11022400856018066,0,14,0.0,0.0,0.0,Inf,false
