depot_name,date,setting,total_demands,confirmed_demands,rejected_demands,service_level,num_buses,num_potential_buses,total_solve_time,total_operational_duration,total_waiting_time,avg_capacity_utilization,iterations,operator_served,operator_rejected,operator_service_level,optimizer_constructor
VLP Sternberg,2025-06-27,CAPACITY_CONSTRAINT_DRIVER_BREAKS,49,49,0,1.0,12,102,14.159903287887573,3462.5935342525754,1356.249515832396,1.0205832263857804,49,29,20,0.5918367346938775,Gurobi.Optimizer
VLP Sternberg,2025-06-28,CAPACITY_CONSTRAINT_DRIVER_BREAKS,60,57,3,0.95,11,102,18.957509756088257,3380.805536091366,948.3680511116161,1.8658186014482872,60,27,27,0.5,Gurobi.Optimizer
VLP Sternberg,2025-06-29,CAPACITY_CONSTRAINT_DRIVER_BREAKS,34,34,0,1.0,9,102,4.734276533126831,2305.619793110242,694.1954410225793,1.1077018460772252,34,6,24,0.2,Gurobi.Optimizer
VLP Sternberg,2025-06-30,CAPACITY_CONSTRAINT_DRIVER_BREAKS,38,38,0,1.0,10,102,4.747448921203613,2670.436890997194,945.5319033687535,1.2369066203940453,38,19,16,0.5428571428571428,Gurobi.Optimizer
VLP Sternberg,2025-07-01,CAPACITY_CONSTRAINT_DRIVER_BREAKS,58,58,0,1.0,12,102,20.213740587234497,3477.3005851261337,1271.2462464617859,1.3546625761513698,58,22,30,0.4230769230769231,Gurobi.Optimizer
VLP Sternberg,2025-07-02,CAPACITY_CONSTRAINT_DRIVER_BREAKS,66,66,0,1.0,13,102,21.10968852043152,4026.4002748882804,1547.6432116080337,1.6849812861941007,66,32,30,0.5161290322580645,Gurobi.Optimizer
VLP Sternberg,2025-07-03,CAPACITY_CONSTRAINT_DRIVER_BREAKS,49,49,0,1.0,12,102,13.70631456375122,3360.4769408614,1353.5816042317165,0.966950826441504,49,25,23,0.5208333333333334,Gurobi.Optimizer
VLP Sternberg,2025-07-04,CAPACITY_CONSTRAINT_DRIVER_BREAKS,54,54,0,1.0,13,102,16.872860193252563,3918.335363740293,1452.7649204470242,1.2632531250462395,54,26,26,0.5,Gurobi.Optimizer
VLP Sternberg,2025-07-05,CAPACITY_CONSTRAINT_DRIVER_BREAKS,62,61,1,0.9838709677419355,15,102,22.71650266647339,3929.7998443018414,1427.6716225588102,1.23161865398627,62,24,37,0.39344262295081966,Gurobi.Optimizer
VLP Sternberg,2025-07-06,CAPACITY_CONSTRAINT_DRIVER_BREAKS,32,32,0,1.0,9,102,3.845773458480835,3253.058077914341,1386.8758972808205,1.071396663943995,32,16,16,0.5,Gurobi.Optimizer
