depot_name,date,problem_type,setting,subsetting,service_level,solver_status,solve_time,num_buses,num_potential_buses,total_demand_coverage,total_operational_duration,total_waiting_time,avg_capacity_utilization,optimality_gap
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.01,Optimal,0.3611197500140406,1,102,1.0,72.72615871007889,0.0,0.7142857142857143,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.02,Optimal,0.3743117920239456,1,102,1.0,95.78673637331434,0.0,1.7333333333333334,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.03,Optimal,0.38006295799277723,1,102,1.0,95.78673637331434,0.0,1.7333333333333334,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.04,Optimal,0.37536079197889194,1,102,1.0,95.78673637331434,0.0,1.7333333333333334,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.05,Optimal,0.37850808299845085,1,102,1.0,95.78673637331434,0.0,1.7333333333333334,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.06,Optimal,0.36543383402749896,1,102,1.0,434.0075712923501,306.63038905788903,2.1052631578947367,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.07,Optimal,0.3646898329607211,1,102,1.0,434.0075712923501,306.63038905788903,2.1052631578947367,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.08,Optimal,2.2617562080267817,1,102,1.0,424.0272826742224,287.77360491251204,2.046153846153846,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.09,Optimal,2.2330491669708863,1,102,1.0,424.0272826742224,287.77360491251204,2.046153846153846,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.1,Optimal,0.3732770420028828,1,102,1.0,424.0272826742224,178.3996996879294,1.916030534351145,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.11,Optimal,0.36824170796899125,1,102,1.0,424.0272826742224,178.3996996879294,1.916030534351145,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.12,Optimal,0.3753538749879226,1,102,1.0,424.0272826742224,178.3996996879294,1.916030534351145,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.13,Optimal,0.3743691249983385,1,102,1.0,424.0272826742224,178.3996996879294,1.916030534351145,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.14,Optimal,0.36751729203388095,1,102,1.0,424.0272826742224,178.3996996879294,1.916030534351145,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.15,Optimal,0.3645626659854315,1,102,1.0,424.0272826742224,178.3996996879294,1.916030534351145,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.16,Optimal,0.35972166602732614,1,102,1.0,424.0272826742224,169.035379448205,1.631578947368421,0.0
