depot_name,date,problem_type,setting,subsetting,service_level,solver_status,solve_time,num_buses,num_potential_buses,total_demand_coverage,total_operational_duration,total_waiting_time,avg_capacity_utilization,optimality_gap
VLP Boizenburg,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES,1.0,Optimal,0.032715832989197224,13,55,0.0,14657.45363206131,5309.366009356392,0.25587186121915034,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,Optimal,0.0026479579973965883,6,55,0.0,5912.434595416058,2356.8074365721595,0.6937034962740626,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,0.0038009159616194665,5,55,0.0,4663.6341672375265,2481.7373196748295,1.3621829838523098,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES,1.0,TIME_LIMIT,3601.3335917909862,0,110,0.0,0.0,0.0,0.0,
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,Optimal,955.8205338330008,6,110,0.0,6716.121955195699,2806.2215546923526,1.0059414262937718,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,98.74886929203058,5,110,0.0,4726.040436836605,2457.884765737296,1.3810541911285519,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES,1.0,Infeasible,0.12040220806375146,0,102,0.0,0.0,0.0,0.0,
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES_WITH_DEMAND,1.0,Optimal,3.8174362500431016,17,102,0.0,5505.95280681444,2028.8221759637113,0.8712829081425026,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,1.0,Optimal,0.9971426670090295,13,102,0.0,4264.148256687709,1926.1224484349605,1.463219189309005,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES,1.0,Infeasible,0.02473741606809199,0,18,0.0,0.0,0.0,0.0,
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES_WITH_DEMAND,1.0,Infeasible,0.01123337505850941,0,18,0.0,0.0,0.0,0.0,
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,1.0,Infeasible,0.0038401669589802623,0,18,0.0,0.0,0.0,0.0,
VLP Hagenow,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES,1.0,Optimal,0.06137454096460715,14,55,0.0,18634.63146643698,4577.5144773976635,0.322756086826087,0.0
VLP Hagenow,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,Optimal,0.0054173749522306025,9,55,0.0,10476.946363217987,3533.9643056167,0.7221804800399583,0.0
VLP Hagenow,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,0.007815000019036233,8,55,0.0,8459.465966338537,4191.677036728509,1.2797334388577657,0.0
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES,1.0,TIME_LIMIT,3602.0219261670136,0,110,0.0,0.0,0.0,0.0,
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,TIME_LIMIT,3603.0450789580354,0,110,0.0,0.0,0.0,0.0,
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,2122.612542957999,8,110,0.0,8892.809196388298,3939.532357885055,1.628206609959529,0.0
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES,1.0,Infeasible,106.30727420799667,0,102,0.0,0.0,0.0,0.0,
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES_WITH_DEMAND,1.0,Optimal,50.03495029202895,29,102,0.0,10222.570679522349,3658.2063822779655,0.9877569112218969,0.0
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,1.0,Optimal,16.297321125050075,20,102,0.0,7097.624147851218,2474.9348281127513,1.4561885382031716,0.0
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES,1.0,Infeasible,0.048328708042390645,0,20,0.0,0.0,0.0,0.0,
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES_WITH_DEMAND,1.0,Infeasible,0.02784799999790266,0,20,0.0,0.0,0.0,0.0,
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,1.0,Infeasible,0.0879974170238711,0,20,0.0,0.0,0.0,0.0,
VLP Parchim,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES,1.0,Optimal,1.3464936249656603,33,55,0.0,40634.544887265954,8027.537636399172,0.20993131165123669,0.0
