depot_name,date,setting,total_demands,confirmed_demands,rejected_demands,rejected_cancellation_demands,cancelled_demands,num_cancellation_demands,service_level,num_buses,num_potential_buses,total_solve_time,total_operational_duration,total_waiting_time,avg_capacity_utilization,iterations,operator_served,operator_rejected,operator_service_level,optimizer_constructor
VLP Parchim,2025-07-04,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,151,55,65,16,15,31,0.4583333333333333,9,18,15.867027521133423,3040.339011106467,810.9424366030652,1.024285693095389,166,53,67,0.44166666666666665,Gurobi.Optimizer
VLP Parchim,2025-07-05,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,149,62,57,9,21,30,0.5210084033613446,8,18,12.311415195465088,3137.04953865297,1134.6226432573237,1.4010881223940976,170,49,70,0.4117647058823529,Gurobi.Optimizer
VLP Parchim,2025-07-06,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,100,22,52,18,8,26,0.2972972972972973,0,18,6.753954172134399,0.0,0.0,0.0,108,35,39,0.47297297297297297,Gurobi.Optimizer
VLP Parchim,2025-07-07,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,137,62,49,10,16,26,0.5585585585585585,9,18,15.703987836837769,3111.226195556056,944.7567881789441,1.2741262995580727,153,61,50,0.5495495495495496,Gurobi.Optimizer
VLP Parchim,2025-07-08,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,139,57,54,11,17,28,0.5135135135135135,9,18,13.013405799865723,3041.4506746907964,877.1828097919065,1.1081343305748383,156,57,54,0.5135135135135135,Gurobi.Optimizer
VLP Parchim,2025-07-09,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,143,53,52,20,18,38,0.5047619047619047,9,18,13.1580491065979,3102.2753722107013,946.6552741094,0.9753567708049551,161,59,46,0.5619047619047619,Gurobi.Optimizer
VLP Parchim,2025-07-10,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,156,54,71,10,21,31,0.432,9,18,13.287268161773682,3227.8498524167853,1164.49074218721,1.035662299112007,177,65,60,0.52,Gurobi.Optimizer
VLP Parchim,2025-07-11,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,163,41,76,32,14,46,0.3504273504273504,0,18,36.879480838775635,0.0,0.0,0.0,177,71,46,0.6068376068376068,Gurobi.Optimizer
VLP Parchim,2025-07-12,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,136,57,51,17,11,28,0.5277777777777778,8,18,12.847144603729248,3132.608121740154,1124.0265895628845,1.1383132812561854,147,68,40,0.6296296296296297,Gurobi.Optimizer
VLP Parchim,2025-07-13,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,78,33,23,7,15,22,0.5892857142857143,8,18,5.556936740875244,2429.3025400400943,820.7304592263876,1.0044883025952525,93,28,28,0.5,Gurobi.Optimizer
VLP Parchim,2025-07-14,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,131,54,51,5,21,26,0.5142857142857142,9,18,14.93589997291565,3066.1489821697596,954.7598409817859,1.2067038561817478,152,58,47,0.5523809523809524,Gurobi.Optimizer
VLP Parchim,2025-07-15,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,128,55,49,10,14,24,0.5288461538461539,9,18,11.876259326934814,3140.9983468743385,1108.5504093147374,1.0152692990371324,142,66,38,0.6346153846153846,Gurobi.Optimizer
VLP Parchim,2025-07-16,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,155,58,70,10,17,27,0.453125,0,18,12.72854995727539,0.0,0.0,0.0,172,72,56,0.5625,Gurobi.Optimizer
VLP Parchim,2025-07-17,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,169,67,69,17,16,33,0.49264705882352944,9,18,20.32098913192749,3142.6731727426777,922.5042578262479,1.2248931701659815,185,65,71,0.47794117647058826,Gurobi.Optimizer
VLP Parchim,2025-07-18,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,142,61,60,8,13,21,0.5041322314049587,9,18,8.503997564315796,3261.0954990845157,1002.7750442324256,1.2560145377619159,155,61,60,0.5041322314049587,Gurobi.Optimizer
VLP Parchim,2025-07-19,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,154,29,95,19,11,30,0.23387096774193547,0,18,20.663894176483154,0.0,0.0,0.0,165,64,60,0.5161290322580645,Gurobi.Optimizer
VLP Parchim,2025-07-20,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,109,43,38,12,16,28,0.5308641975308642,8,18,10.00684928894043,2915.069347640027,966.5612139529183,1.169434991958577,125,57,24,0.7037037037037037,Gurobi.Optimizer
VLP Parchim,2025-07-21,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,154,56,77,11,10,21,0.42105263157894735,0,18,15.192764520645142,0.0,0.0,0.0,164,83,50,0.6240601503759399,Gurobi.Optimizer
VLP Parchim,2025-07-22,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,158,59,65,14,20,34,0.47580645161290325,9,18,13.267011165618896,3377.38952226873,908.260268220847,1.097486948389503,178,81,43,0.6532258064516129,Gurobi.Optimizer
VLP Parchim,2025-07-23,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,137,58,45,12,22,34,0.5631067961165048,8,18,14.081120491027832,3112.813406755833,1060.984854585211,1.0804132967369116,159,68,35,0.6601941747572816,Gurobi.Optimizer
VLP Parchim,2025-07-24,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,143,53,58,16,16,32,0.4774774774774775,9,18,15.897705554962158,3187.3916500053847,954.1971559309529,1.0727106479061408,159,71,40,0.6396396396396397,Gurobi.Optimizer
VLP Parchim,2025-07-25,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,152,55,71,9,17,26,0.4365079365079365,9,18,15.584602355957031,3294.1528495403486,932.8399026061577,0.9958067631596172,169,55,71,0.4365079365079365,Gurobi.Optimizer
VLP Parchim,2025-07-26,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,121,44,52,10,15,25,0.4583333333333333,8,18,10.61601448059082,2978.261024742424,1026.2910172679174,1.0082501059484428,136,65,31,0.6770833333333334,Gurobi.Optimizer
VLP Parchim,2025-07-27,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,73,31,22,7,13,20,0.5849056603773585,8,18,3.6833999156951904,2594.0876651564645,782.553685036945,0.9611895590150195,86,41,12,0.7735849056603774,Gurobi.Optimizer
VLP Parchim,2025-07-28,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,178,61,81,20,16,36,0.4295774647887324,9,18,20.37275743484497,3353.526269065162,1021.0483455059286,1.2077693149011461,194,88,54,0.6197183098591549,Gurobi.Optimizer
VLP Parchim,2025-07-29,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,189,51,100,17,21,38,0.33774834437086093,9,18,15.187726497650146,3185.4508224861497,951.7686463223433,1.2122249407005947,210,94,57,0.6225165562913907,Gurobi.Optimizer
VLP Parchim,2025-07-30,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,168,54,77,15,22,37,0.4122137404580153,9,18,18.672057151794434,3174.9532045406877,1121.835772113623,1.070571906403857,190,79,52,0.6030534351145038,Gurobi.Optimizer
VLP Parchim,2025-07-31,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,185,70,85,15,15,30,0.45161290322580644,9,18,18.775972843170166,3336.0465783574955,1124.8364009445813,1.173419870291647,200,91,64,0.5870967741935483,Gurobi.Optimizer
VLP Parchim,2025-08-01,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,191,67,81,13,30,43,0.4527027027027027,9,18,26.41545581817627,3188.1012681364086,918.5354219408874,1.3410181084176078,221,74,74,0.5,Gurobi.Optimizer
VLP Parchim,2025-08-02,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,141,53,56,10,22,32,0.48623853211009177,8,18,9.794682264328003,2843.854276381139,1041.1002453469857,1.1196809687407248,163,61,48,0.5596330275229358,Gurobi.Optimizer
VLP Parchim,2025-08-03,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,92,32,28,9,23,32,0.5333333333333333,8,18,3.7370636463165283,2495.623056846714,709.3750053365704,1.0661950256345767,115,43,17,0.7166666666666667,Gurobi.Optimizer
VLP Parchim,2025-08-04,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,159,51,67,17,24,41,0.4322033898305085,9,18,16.083281755447388,2984.7751357918446,1091.5287186518053,1.099442330518562,183,71,47,0.6016949152542372,Gurobi.Optimizer
VLP Parchim,2025-08-05,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,176,64,84,17,11,28,0.43243243243243246,9,18,13.985098361968994,3392.245904784055,1005.9208445357912,1.0774608839740982,187,89,59,0.6013513513513513,Gurobi.Optimizer
VLP Parchim,2025-08-06,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,171,44,91,20,16,36,0.32592592592592595,0,18,22.387637853622437,0.0,0.0,0.0,187,80,55,0.5925925925925926,Gurobi.Optimizer
VLP Parchim,2025-08-07,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,185,57,84,23,21,44,0.40425531914893614,9,18,19.304769277572632,3208.189245610661,901.4179974627824,1.0737036833716704,206,84,57,0.5957446808510638,Gurobi.Optimizer
VLP Parchim,2025-08-08,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,204,60,105,22,17,39,0.36363636363636365,9,18,24.78447127342224,3259.5438483127277,849.8751538233945,1.0852675752714231,221,94,71,0.5696969696969697,Gurobi.Optimizer
VLP Parchim,2025-08-09,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,128,53,52,6,17,23,0.5047619047619047,8,18,8.60075044631958,3127.415209655873,878.8418755539889,1.2319936643413694,145,57,48,0.5428571428571428,Gurobi.Optimizer
VLP Parchim,2025-08-10,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,81,34,25,8,14,22,0.576271186440678,7,18,6.916594743728638,2575.7629895829336,839.8939785818469,1.0412294210613537,95,34,25,0.576271186440678,Gurobi.Optimizer
VLP Parchim,2025-08-11,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,181,58,83,16,24,40,0.41134751773049644,9,18,17.268665313720703,3137.1265398995492,1050.5753937986706,1.043752092291876,205,90,51,0.6382978723404256,Gurobi.Optimizer
VLP Parchim,2025-08-12,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,186,67,84,17,18,35,0.44370860927152317,9,18,21.670588970184326,3377.858080002618,1026.2406334501566,1.1647222243752746,204,81,70,0.5364238410596026,Gurobi.Optimizer
VLP Parchim,2025-08-13,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,179,58,86,17,18,35,0.4027777777777778,9,18,19.807981252670288,3206.2063618786196,973.7363124972317,1.1915970221182854,197,77,67,0.5347222222222222,Gurobi.Optimizer
VLP Parchim,2025-08-14,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,206,54,102,32,18,50,0.34615384615384615,8,18,23.226157188415527,2952.222577505962,747.0779429049842,1.350566401046994,224,82,74,0.5256410256410257,Gurobi.Optimizer
VLP Parchim,2025-08-15,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,178,54,73,30,21,51,0.4251968503937008,9,18,23.278400421142578,3055.2185626365695,955.7284437852537,1.1456666263453041,199,83,44,0.6535433070866141,Gurobi.Optimizer
