depot_name,date,problem_type,setting,subsetting,service_level,solver_status,solve_time,num_buses,num_potential_buses,total_operational_duration,total_waiting_time,avg_capacity_utilization,optimality_gap,filter_demand,optimizer_constructor
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES_WITH_DEMAND,1.0,OTHER_ERROR,0.0,0,20,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Hagenow,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,1.0,OTHER_ERROR,0.0,0,20,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Parchim,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES,1.0,Optimal,2.0366086959838867,31,55,37921.77980634437,6840.629410565026,0.11522796773595846,0.0,true,HiGHS.Optimizer
VLP Parchim,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,Optimal,0.006849050521850586,10,55,8728.298461904724,3826.305047955121,0.8419736985621846,0.0,true,HiGHS.Optimizer
VLP Parchim,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,0.006407976150512695,7,55,6231.323118911665,2994.219484244837,1.2818850662589196,0.0,true,HiGHS.Optimizer
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES,1.0,OTHER_ERROR,0.0,0,110,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,OTHER_ERROR,0.0,0,110,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,OTHER_ERROR,0.0,0,110,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES,1.0,OTHER_ERROR,0.0,0,102,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES_WITH_DEMAND,1.0,OTHER_ERROR,0.0,0,102,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,1.0,OTHER_ERROR,0.0,0,102,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES,1.0,OTHER_ERROR,0.0,0,18,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES_WITH_DEMAND,1.0,OTHER_ERROR,0.0,0,18,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Parchim,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,1.0,OTHER_ERROR,0.0,0,18,0.0,0.0,0.0,0.0,true,HiGHS.Optimizer
VLP Schwerin,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES,1.0,Optimal,0.17466306686401367,16,55,18788.32116747411,4997.882808382252,0.07608102236489427,0.0,true,HiGHS.Optimizer
VLP Schwerin,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,Optimal,0.0016520023345947266,5,55,2884.551367139327,1413.0822437243705,0.6990289907270464,0.0,true,HiGHS.Optimizer
