depot_name,date,setting,total_demands,confirmed_demands,rejected_demands,service_level,num_buses,num_potential_buses,total_solve_time,total_operational_duration,total_waiting_time,avg_capacity_utilization,iterations,operator_served,operator_rejected,operator_service_level,optimizer_constructor
VLP Boizenburg,2025-07-29,CAPACITY_CONSTRAINT_DRIVER_BREAKS,90,90,0,1.0,17,102,50.99169683456421,5681.898533554595,2558.8570090357857,1.2228278716633068,90,55,35,0.6111111111111112,Gurobi.Optimizer
VLP Boizenburg,2025-07-30,CAPACITY_CONSTRAINT_DRIVER_BREAKS,96,95,1,0.9895833333333334,20,102,55.34819197654724,5732.897490362326,1981.7528374230492,1.0750691296435684,96,55,41,0.5729166666666666,Gurobi.Optimizer
VLP Boizenburg,2025-07-31,CAPACITY_CONSTRAINT_DRIVER_BREAKS,115,115,0,1.0,17,102,65.18131899833679,6034.666164395721,2121.68945630268,1.3597360288677671,115,73,42,0.6347826086956522,Gurobi.Optimizer
VLP Boizenburg,2025-08-01,CAPACITY_CONSTRAINT_DRIVER_BREAKS,106,106,0,1.0,20,102,48.86942529678345,6347.417033203324,2635.464436499474,1.3607624136146295,106,70,36,0.660377358490566,Gurobi.Optimizer
VLP Boizenburg,2025-08-02,CAPACITY_CONSTRAINT_DRIVER_BREAKS,35,35,0,1.0,11,102,3.651732921600342,2496.3346680371933,953.3006556699696,1.1045563262850253,35,19,16,0.5428571428571428,Gurobi.Optimizer
VLP Boizenburg,2025-08-03,CAPACITY_CONSTRAINT_DRIVER_BREAKS,24,21,3,0.875,7,102,0.5164847373962402,1523.6213460046044,636.7308082671466,1.1275679804523906,24,17,7,0.7083333333333334,Gurobi.Optimizer
VLP Boizenburg,2025-08-04,CAPACITY_CONSTRAINT_DRIVER_BREAKS,57,56,1,0.9824561403508771,16,102,7.321990251541138,3211.823931449043,1043.94437424131,1.6970127456953135,57,27,29,0.48214285714285715,Gurobi.Optimizer
VLP Boizenburg,2025-08-05,CAPACITY_CONSTRAINT_DRIVER_BREAKS,43,43,0,1.0,12,102,5.885523796081543,2620.0451378769176,885.3105527111675,1.1329261510861488,43,24,19,0.5581395348837209,Gurobi.Optimizer
VLP Boizenburg,2025-08-06,CAPACITY_CONSTRAINT_DRIVER_BREAKS,52,52,0,1.0,15,102,6.987157583236694,2803.7248248083242,881.364199183739,1.4519312544693883,52,33,19,0.6346153846153846,Gurobi.Optimizer
VLP Boizenburg,2025-08-07,CAPACITY_CONSTRAINT_DRIVER_BREAKS,48,48,0,1.0,13,102,6.208212375640869,3195.198318455789,1217.0794815556917,1.1805751725546676,48,27,21,0.5625,Gurobi.Optimizer
VLP Boizenburg,2025-08-08,CAPACITY_CONSTRAINT_DRIVER_BREAKS,54,54,0,1.0,18,102,6.7069244384765625,3868.81783665703,1367.5412408308125,1.1900152673359583,54,29,25,0.5370370370370371,Gurobi.Optimizer
VLP Boizenburg,2025-08-09,CAPACITY_CONSTRAINT_DRIVER_BREAKS,26,26,0,1.0,7,102,1.3179614543914795,2174.0845381284657,991.4743343763022,1.1314583828636764,26,14,12,0.5384615384615384,Gurobi.Optimizer
VLP Boizenburg,2025-08-10,CAPACITY_CONSTRAINT_DRIVER_BREAKS,18,18,0,1.0,6,102,0.2639615535736084,1187.3605538152192,354.1875163880232,1.225809334900578,18,13,5,0.7222222222222222,Gurobi.Optimizer
VLP Boizenburg,2025-08-11,CAPACITY_CONSTRAINT_DRIVER_BREAKS,60,60,0,1.0,16,102,14.900984287261963,3734.122156578671,1082.4893714179786,1.3897311836741042,60,41,19,0.6833333333333333,Gurobi.Optimizer
VLP Boizenburg,2025-08-12,CAPACITY_CONSTRAINT_DRIVER_BREAKS,52,52,0,1.0,14,102,8.983502864837646,3478.9022283621043,1296.1815541282738,1.4194992498539336,52,26,26,0.5,Gurobi.Optimizer
VLP Boizenburg,2025-08-13,CAPACITY_CONSTRAINT_DRIVER_BREAKS,46,46,0,1.0,12,102,8.79445195198059,2880.522702908029,895.7758692315605,1.4184551096334934,46,24,22,0.5217391304347826,Gurobi.Optimizer
VLP Boizenburg,2025-08-14,CAPACITY_CONSTRAINT_DRIVER_BREAKS,42,41,1,0.9761904761904762,12,102,5.872621297836304,2989.530975032816,1035.6227300951089,1.5675670531721007,42,29,13,0.6904761904761905,Gurobi.Optimizer
VLP Boizenburg,2025-08-15,CAPACITY_CONSTRAINT_DRIVER_BREAKS,40,40,0,1.0,14,102,3.6313109397888184,2698.3200332534734,864.9877875902541,1.7532320654448923,40,25,15,0.625,Gurobi.Optimizer
