depot_name,date,problem_type,setting,subsetting,service_level,solver_status,solve_time,num_buses,num_potential_buses,total_demand_coverage,total_operational_duration,total_waiting_time,avg_capacity_utilization,optimality_gap
VLP Boizenburg,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES,1.0,Optimal,0.03533424995839596,13,55,0.0,14657.45363206131,5309.366009356392,0.25587186121915034,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,Optimal,0.0023282499751076102,6,55,0.0,5912.434595416058,2356.8074365721595,0.6937034962740626,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,NO_CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,0.004143416997976601,5,55,0.0,4663.6341672375265,2481.7373196748295,1.3621829838523098,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES,1.0,TIME_LIMIT,3601.2415898750187,0,110,0.0,0.0,0.0,0.0,
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ALL_LINES_WITH_DEMAND,1.0,Optimal,942.528690874984,6,110,0.0,6716.121955195699,2806.2215546923526,1.0059414262937718,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT,ONLY_DEMAND,1.0,Optimal,97.03732237499207,5,110,0.0,4726.040436836605,2457.884765737296,1.3810541911285519,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES,1.0,Infeasible,0.11672783299582079,0,102,0.0,0.0,0.0,0.0,
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ALL_LINES_WITH_DEMAND,1.0,Optimal,3.6851168340072036,17,102,0.0,5505.95280681444,2028.8221759637113,0.8712829081425026,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,1.0,Optimal,0.9138164169853553,13,102,0.0,4264.148256687709,1926.1224484349605,1.463219189309005,0.0
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES,1.0,Infeasible,0.020822249993216246,0,18,0.0,0.0,0.0,0.0,
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ALL_LINES_WITH_DEMAND,1.0,Infeasible,0.010215041984338313,0,18,0.0,0.0,0.0,0.0,
VLP Boizenburg,2024-08-22,Minimize_Busses,CAPACITY_CONSTRAINT_DRIVER_BREAKS_AVAILABLE,ONLY_DEMAND,1.0,Infeasible,0.006582666013855487,0,18,0.0,0.0,0.0,0.0,
