depot_name,date,problem_type,setting,subsetting,service_level,solver_status,solve_time,num_buses,num_potential_buses,total_demand_coverage,total_operational_duration,total_waiting_time,avg_capacity_utilization,optimality_gap
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.01,Optimal,5.2277479589999984,1,102,1.0,332.4820109461594,216.39866686046065,3.0,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.02,Optimal,5.840959417000022,1,102,1.0,487.6067283950234,337.7327216192509,2.8846153846153846,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.03,Optimal,5.16406920899999,1,102,1.0,451.2507562599277,299.56240713797115,3.3275862068965516,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.04,Optimal,4.693207750000056,1,102,1.0,386.53848002844154,197.01282826623105,3.2,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.05,Optimal,4.692116582999915,1,102,1.0,429.44676323992724,178.64395846344996,2.8860759493670884,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.06,Optimal,4.747224458000119,1,102,1.0,429.44676323992724,218.8922011021682,2.8877005347593583,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.07,Optimal,6.048284459000115,1,102,1.0,491.23770921870334,315.5382479250368,3.0045454545454544,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.08,Optimal,8.06060350000007,1,102,1.0,491.23770921870334,215.7422805989977,2.6444444444444444,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.09,Optimal,4.926340584000172,1,102,1.0,491.23770921870334,188.23724968304452,2.6928446771378707,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.1,Optimal,8.311984375000065,1,102,1.0,492.64624373374636,200.3734126171454,2.7468805704099823,0.0
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.11,Optimal,8.225465875000054,1,102,1.0,492.64624373374636,200.3734126171454,2.6603053435114505,0.0
