depot_name,date,problem_type,setting,subsetting,service_level,solver_status,solve_time,num_buses,num_potential_buses,total_operational_duration,total_waiting_time,avg_capacity_utilization,optimality_gap,filter_demand
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.01,Optimal,6.9134581089019775,1,102,460.2461979517859,322.25289729388953,3.388888888888889,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.02,Optimal,9.834290027618408,1,102,343.82215891544615,192.59087966056472,1.4583333333333333,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.03,Optimal,6.378636360168457,1,102,303.85893164222966,132.2389817561484,3.028368794326241,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.04,Optimal,6.344009637832642,1,102,379.8498853892859,193.63507088447273,2.898876404494382,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.05,Optimal,6.253020763397217,1,102,452.34920976899684,241.5835401751135,2.885869565217391,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.06,Optimal,7.468897104263306,1,102,407.6640958494304,211.35929495106745,3.048888888888889,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.07,Optimal,6.37457799911499,1,102,454.5843689869537,340.71476071446466,2.86013986013986,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.08,Optimal,6.355297803878784,1,102,454.5843689869537,270.69647085294343,2.871165644171779,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.09,Optimal,6.148134708404541,1,102,500.6918223232701,203.70017890657448,2.9154411764705883,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.1,Optimal,6.114814519882202,1,102,500.6918223232701,203.70017890657448,2.9607843137254903,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.11,Optimal,6.1947386264801025,1,102,500.6918223232701,154.27008204644915,2.7434402332361514,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.12,Optimal,6.157739639282227,1,102,500.6918223232701,154.27008204644915,2.8150134048257374,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.13,Optimal,9.676580667495728,1,102,499.8498853892859,154.27008204644915,2.6395604395604395,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.14,Optimal,6.287498950958252,1,102,499.8498853892859,157.13562967735447,2.723364485981308,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.15,Optimal,6.245505332946777,1,102,499.8498853892859,208.48964262516824,2.700650759219089,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.16,Optimal,6.212332487106323,1,102,499.8498853892859,208.48964262516824,2.700650759219089,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.17,Optimal,6.248100519180298,1,102,499.8498853892859,157.13562967735447,2.7534722222222223,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.18,Optimal,6.1989500522613525,1,102,499.8498853892859,157.13562967735447,2.7534722222222223,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.19,Optimal,6.185205698013306,1,102,499.8498853892859,157.13562967735447,2.7534722222222223,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.2,Optimal,6.150388479232788,1,102,499.8498853892859,157.13562967735447,2.7534722222222223,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.21,Optimal,8.494201421737671,2,102,891.7660401086706,328.66503233634205,2.719236111111111,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.22,Optimal,6.790617227554321,2,102,823.9027270851453,353.52067934303716,2.462101964769648,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.23,Optimal,7.541483163833618,2,102,935.3029976300672,433.95528139557297,2.1359953703703702,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.24,Optimal,7.586173057556152,2,102,823.2740061013743,326.5718192715247,2.3594947318007664,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.25,Optimal,7.127708673477173,2,102,951.2405477097333,449.29237716059026,2.866583826847152,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.26,Optimal,7.140219211578369,2,102,900.6079770426549,375.4322952080226,2.862769630664184,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.27,Optimal,6.348073482513428,2,102,821.1781147823806,256.53620658252504,2.1805822649572653,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.28,Optimal,7.884861469268799,2,102,871.0714511877072,348.2569263266386,2.532580266955267,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.29,Optimal,6.377788782119751,2,102,891.7660401086706,292.02096733689314,2.5680718511833134,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.3,Optimal,6.5633933544158936,2,102,951.2405477097333,355.8994372279962,2.6525368228548833,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.31,Optimal,6.39957594871521,2,102,891.7660401086706,281.84146810633894,2.6306834795321636,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.32,Optimal,6.617156028747559,2,102,951.2405477097333,325.7361876088338,2.546736111111111,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.33,Optimal,6.788274765014648,2,102,951.2405477097333,316.95252959048025,2.6503438592951305,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.34,Optimal,6.251167058944702,2,102,951.2405477097333,321.9918384256903,2.510612187418271,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.35,Optimal,7.500493049621582,2,102,951.2405477097333,321.9918384256903,2.6255624021909236,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.36,Optimal,7.015579700469971,2,102,951.2405477097333,321.9918384256903,2.6255624021909236,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.37,Optimal,8.522624731063843,3,102,971.3909122296719,321.9918384256903,2.009634194053208,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.38,Optimal,7.1674346923828125,3,102,1291.2791975815696,465.04524997482895,2.563034058174637,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.39,Optimal,19.360923290252686,3,102,1369.2791975815696,507.4068688749585,2.5310017154207296,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.4,Optimal,8.724919319152832,3,102,1433.780341610532,531.8056807629953,2.4107838515117215,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.41,Optimal,8.695229291915894,3,102,1378.685559095119,565.6723203049835,2.543551338138252,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.42,Optimal,25.82029414176941,3,102,1373.2769951750438,506.55373548150055,2.530058648881869,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.43,Optimal,8.764280080795288,3,102,1368.8839489082015,528.7988123259587,2.587284169416598,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.44,Optimal,8.02825403213501,3,102,1431.0627167387652,466.9220956403542,2.358353452851835,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.45,Optimal,8.392144441604614,3,102,1431.0627167387652,503.1223564733841,2.394926957505574,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.46,Optimal,6.932375907897949,3,102,1431.0627167387652,483.4794744932922,2.3864614017208563,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.47,Optimal,8.202096223831177,3,102,1431.0627167387652,466.9220956403542,2.358353452851835,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.48,Optimal,7.429615259170532,3,102,1431.0627167387652,466.9220956403542,2.358353452851835,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.49,Optimal,7.364139795303345,3,102,1431.0627167387652,483.4794744932922,2.423597800359602,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.5,Optimal,7.106401205062866,4,102,1451.2130812587038,466.9220956403542,1.99106183306238,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.51,Optimal,8.694195985794067,4,102,1895.0827400982666,776.1373660529846,2.181547218504887,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.52,Optimal,9.623963117599487,4,102,1840.201681243548,701.9588502361083,2.2874643878841385,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.53,Optimal,9.22410798072815,4,102,1943.0462921293456,736.4173013298991,2.0772072181658294,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.54,Optimal,8.606878280639648,4,102,1944.8882290633298,656.8175502406768,2.188094409612526,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.55,Optimal,8.221238136291504,4,102,1952.1485155084247,685.762045690643,2.18979050352242,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.56,Optimal,7.501420021057129,4,102,1925.823482343948,654.6061270728304,2.215814544341392,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.57,Optimal,7.690429449081421,4,102,1944.8882290633298,702.6398246171955,2.1849576718198302,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.58,Optimal,7.764541149139404,4,102,1944.8882290633298,702.6398246171955,2.1849576718198302,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.59,Optimal,8.058302640914917,5,102,1965.0385935832685,656.8175502406768,1.9060310832455762,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.6,Optimal,10.024797916412354,5,102,2414.085472478979,816.5573596419074,2.030150089965045,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.61,Optimal,10.04806923866272,5,102,2423.90554693008,849.2132473577067,2.2771275780382014,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.62,Optimal,30.6263267993927,5,102,2453.773582328138,925.0040997207689,2.178894585166794,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.63,Optimal,10.247178792953491,5,102,2423.0349766972863,843.0497533368205,2.0341159183972928,0.0,false
VLP Boizenburg,2024-08-22,Maximize_Demand_Coverage,CAPACITY_CONSTRAINT_DRIVER_BREAKS,ONLY_DEMAND,0.64,Optimal,8.21781301498413,5,102,2366.5448804252133,843.4170441942299,2.0980864534665913,0.0,false
